current,query,next,video_id,sequence_id
Q3,熱はない,Q4,63,0
Q3,熱は出てない,Q4,63,0
Q3,熱は出ていない,Q4,63,0
Q3,発熱はない,Q4,63,0
Q3,発熱はしていない,Q4,63,0
Q3,大丈夫です,Q4,63,0
Q3,平気です,Q4,63,0
Q3,平熱,Q4,63,0
Q3,平熱です,Q4,63,0
Q4,はい,end_150,150,0
Q4,そうですね,end_150,150,0
Q4,うん,end_150,150,0
Q4,そうです,end_150,150,0
Q4,ぶつけた,end_150,150,0
Q4,ぶつけました,end_150,150,0
Q4,いいえ,end_150,150,0
Q4,家,end_150,150,0
Q4,それはないです,end_150,150,0
Q4,それはない,end_150,150,0
Q4,ぶつけてない,end_150,150,0
Q4,いいや,end_150,150,0
Q4,そんなことはない,end_150,150,0
Q4,ありません,end_150,150,0
Q5,はい,end_105,105,0
Q5,そうですね,end_105,105,0
Q5,うん,end_105,105,0
Q5,そうです,end_105,105,0
Q5,あります,end_105,105,0
Q5,ありそう,end_105,105,0
Q5,発熱してます,end_105,105,0
Q5,熱はあります,end_105,105,0
Q5,いいえ,Q6,63,0
Q5,家,Q6,63,0
Q5,それはないです,Q6,63,0
Q5,それはない,Q6,63,0
Q5,ありません,Q6,63,0
Q5,ないです,Q6,63,0
Q5,熱は出てない,Q6,63,0
Q5,発熱はしていない,Q6,63,0
Q5,平熱です,Q6,63,0
Q5,ないと思う,Q6,63,0
Q5,大丈夫です,Q6,63,0
Q5,平気です,Q6,63,0
Q6,はい,end_150,150,0
Q6,そうですね,end_150,150,0
Q6,うん,end_150,150,0
Q6,そうです,end_150,150,0
Q6,ぶつけた,end_150,150,0
Q6,ぶつけました,end_150,150,0
Q6,いいえ,Q7,64,0
Q6,家,Q7,64,0
Q6,それはないです,Q7,64,0
Q6,それはない,Q7,64,0
Q6,ぶつけてない,Q7,64,0
Q6,いいや,Q7,64,0
Q6,そんなことはない,Q7,64,0
Q6,分からない,Q7,64,0
Q6,分かりません,Q7,64,0
Q6,分からん,Q7,64,0
Q6,覚えてない,Q7,64,0
Q6,記憶にない,Q7,64,0
Q6,ありません,Q7,64,0
Q7,はい,end_107,107,0
Q7,そうですね,end_107,107,0
Q7,うん,end_107,107,0
Q7,そうです,end_107,107,0
Q7,あります,end_107,107,0
Q7,言われたことあります,end_107,107,0
Q7,言われました,end_107,107,0
Q7,ありました,end_107,107,0
Q7,診断されました,end_107,107,0
Q7,診断されたことがある,end_107,107,0
Q7,いいえ,Q8,65,0
Q7,家,Q8,65,0
Q7,それはない,Q8,65,0
Q7,ないです,Q8,65,0
Q7,ない,Q8,65,0
Q7,ありません,Q8,65,0
Q7,言われたことないです,Q8,65,0
Q7,言われたことない,Q8,65,0
Q7,診断されたことないです,Q8,65,0
Q7,診断されてません,Q8,65,0
Q7,記憶にない,Q8,65,0
Q8,はい,end_150,150,0
Q8,そうですね,end_150,150,0
Q8,うん,end_150,150,0
Q8,そうです,end_150,150,0
Q8,ひどいです,end_150,150,0
Q8,酷いです,end_150,150,0
Q8,結構凝ってます,end_150,150,0
Q8,かなり凝ってます,end_150,150,0
Q8,結構あります,end_150,150,0
Q8,あります,end_150,150,0
Q8,いいえ,end_105,105,0
Q8,家,end_105,105,0
Q8,それはないです,end_105,105,0
Q8,それはない,end_105,105,0
Q8,ありません,end_105,105,0
Q8,ないです,end_105,105,0
Q8,少しだけ,end_105,105,0
Q8,ちょっとだけ,end_105,105,0
Q8,そんなにありません,end_105,105,0
Q8,そこまでない,end_105,105,0
Q8,そこまではありません,end_105,105,0
Q8,大丈夫です,end_105,105,0
Q8,平気です,end_105,105,0
Q9,上の辺り,Q10,32,0
Q9,上の部分,Q10,32,0
Q9,上のへん,Q10,32,0
Q9,上の方,Q10,32,0
Q9,上部,Q10,32,0
Q9,上,Q10,32,0
Q9,下の辺り,Q15,32,0
Q9,下の部分,Q15,32,0
Q9,下のへん,Q15,32,0
Q9,下の方,Q15,32,0
Q9,下部,Q15,32,0
Q9,下,Q15,32,0
Q10,はい,Q11,66,0
Q10,そうですね,Q11,66,0
Q10,うん,Q11,66,0
Q10,そうですね,Q11,66,0
Q10,あります,Q11,66,0
Q10,ありそう,Q11,66,0
Q10,熱は出てます,Q11,66,0
Q10,熱はあります,Q11,66,0
Q10,発熱してます,Q11,66,0
Q10,熱っぽいです,Q11,66,0
Q10,いいえ,Q12,67,0
Q10,家,Q12,67,0
Q10,それはないです,Q12,67,0
Q10,それはない,Q12,67,0
Q10,ありません,Q12,67,0
Q10,ないです,Q12,67,0
Q10,熱はない,Q12,67,0
Q10,熱は出てない,Q12,67,0
Q10,熱は出ていない,Q12,67,0
Q10,発熱はない,Q12,67,0
Q10,発熱はしていない,Q12,67,0
Q10,平熱です,Q12,67,0
Q10,大丈夫です,Q12,67,0
Q10,平気です,Q12,67,0
Q11,はい,end_106,106,0
Q11,そうですね,end_106,106,0
Q11,うん,end_106,106,0
Q11,そうです,end_106,106,0
Q11,感じます,end_106,106,0
Q11,感じる,end_106,106,0
Q11,黄色いです,end_106,106,0
Q11,目だけ黄色いです,end_106,106,0
Q11,皮膚だけ黄色い,end_106,106,0
Q11,変わりました,end_106,106,0
Q11,少し変わったかも,end_106,106,0
Q11,そんな気がします,end_106,106,0
Q11,いいえ,end_152,152,0
Q11,家,end_152,152,0
Q11,それはないです,end_152,152,0
Q11,それはない,end_152,152,0
Q11,ありません,end_152,152,0
Q11,ないです,end_152,152,0
Q11,黄色くない,end_152,152,0
Q11,そんなことない,end_152,152,0
Q11,多分ないです,end_152,152,0
Q11,感じません,end_152,152,0
Q11,感じない,end_152,152,0
Q11,大丈夫です,end_152,152,0
Q11,変わりません,end_152,152,0
Q11,分かりません,end_152,152,0
Q11,分からない,end_152,152,0
Q11,分からん,end_152,152,0
Q12,はい,end_106,106,0
Q12,そうですね,end_106,106,0
Q12,うん,end_106,106,0
Q12,そうです,end_106,106,0
Q12,出た,end_106,106,0
Q12,出ます,end_106,106,0
Q12,出ました,end_106,106,0
Q12,あります,end_106,106,0
Q12,あるかも,end_106,106,0
Q12,いいえ,Q13,68,0
Q12,家,Q13,68,0
Q12,それはないです,Q13,68,0
Q12,それはない,Q13,68,0
Q12,出ません,Q13,68,0
Q12,出ない,Q13,68,0
Q12,ありません,Q13,68,0
Q12,ないです,Q13,68,0
Q12,ない,Q13,68,0
Q12,覚えてない,Q13,68,0
Q12,分かりません,Q13,68,0
Q12,分からない,Q13,68,0
Q12,分からん,Q13,68,0
Q13,はい,end_106,106,0
Q13,そうですね,end_106,106,0
Q13,うん,end_106,106,0
Q13,そうです,end_106,106,0
Q13,あります,end_106,106,0
Q13,ありました,end_106,106,0
Q13,出ます,end_106,106,0
Q13,吐いた,end_106,106,0
Q13,吐きました,end_106,106,0
Q13,いいえ,Q14,69,0
Q13,家,Q14,69,0
Q13,それはないです,Q14,69,0
Q13,それはない,Q14,69,0
Q13,ありません,Q14,69,0
Q13,ないです,Q14,69,0
Q13,出ません,Q14,69,0
Q13,出ないです,Q14,69,0
Q13,大丈夫です,Q14,69,0
Q13,平気です,Q14,69,0
Q14,はい,end_150,150,0
Q14,そうですね,end_150,150,0
Q14,うん,end_150,150,0
Q14,そうです,end_150,150,0
Q14,あります,end_150,150,0
Q14,ぶつけました,end_150,150,0
Q14,ぶつけた,end_150,150,0
Q14,いいえ,end_106,106,0
Q14,家,end_106,106,0
Q14,それはないです,end_106,106,0
Q14,それはない,end_106,106,0
Q14,ありません,end_106,106,0
Q14,ないです,end_106,106,0
Q14,ぶつけてません,end_106,106,0
Q14,ぶつけてない,end_106,106,0
Q14,記憶にない,end_106,106,0
Q14,覚えてない,end_106,106,0
Q14,覚えてません,end_106,106,0
Q14,分かりません,end_106,106,0
Q14,分からない,end_106,106,0
Q14,分からん,end_106,106,0
Q15,はい,end_152,152,0
Q15,そうですね,end_152,152,0
Q15,うん,end_152,152,0
Q15,そうですね,end_152,152,0
Q15,あります,end_152,152,0
Q15,あるかも,end_152,152,0
Q15,熱は出てます,end_152,152,0
Q15,熱はあります,end_152,152,0
Q15,発熱してます,end_152,152,0
Q15,熱っぽいです,end_152,152,0
Q15,いいえ,Q16,153,0
Q15,家,Q16,153,0
Q15,それはないです,Q16,153,0
Q15,それはない,Q16,153,0
Q15,ありません,Q16,153,0
Q15,ないです,Q16,153,0
Q15,熱はない,Q16,153,0
Q15,熱は出てない,Q16,153,0
Q15,熱は出ていない,Q16,153,0
Q15,平熱です,Q16,153,0
Q15,発熱はない,Q16,153,0
Q15,発熱はしていない,Q16,153,0
Q15,大丈夫です,Q16,153,0
Q15,平気です,Q16,153,0
Q16,はい,end_106,106,0
Q16,そうですね,end_106,106,0
Q16,うん,end_106,106,0
Q16,そうです,end_106,106,0
Q16,あります,end_106,106,0
Q16,混じってます,end_106,106,0
Q16,混ざってます,end_106,106,0
Q16,いいえ,Q17,69,0
Q16,家,Q17,69,0
Q16,それはないです,Q17,69,0
Q16,それはない,Q17,69,0
Q16,ありません,Q17,69,0
Q16,混じってません,Q17,69,0
Q16,混ざってません,Q17,69,0
Q16,大丈夫です,Q17,69,0
Q16,変わりません,Q17,69,0
Q16,分かりません,Q17,69,0
Q16,分からない,Q17,69,0
Q16,分からん,Q17,69,0
Q17,はい,end_150,150,0
Q17,そうですね,end_150,150,0
Q17,うん,end_150,150,0
Q17,そうです,end_150,150,0
Q17,あります,end_150,150,0
Q17,ぶつけました,end_150,150,0
Q17,いいえ,end_152,152,0
Q17,家,end_152,152,0
Q17,それはないです,end_152,152,0
Q17,それはない,end_152,152,0
Q17,ありません,end_152,152,0
Q17,ないです,end_152,152,0
Q17,ぶつけてません,end_152,152,0
Q17,分かりません,end_152,152,0
Q17,分からない,end_152,152,0
Q17,分からん,end_152,152,0
Q17,覚えてません,end_152,152,0
Q17,記憶にない,end_152,152,0
Q18,はい,Q19,32,0
Q18,そうですね,Q19,32,0
Q18,うん,Q19,32,0
Q18,そうです,Q19,32,0
Q18,出ます,Q19,32,0
Q18,出る,Q19,32,0
Q18,ゴホゴホします,Q19,32,0
Q18,痰が出ます,Q19,32,0
Q18,咳してます,Q19,32,0
Q18,いいえ,Q21,71,0
Q18,家,Q21,71,0
Q18,それはないです,Q21,71,0
Q18,それはない,Q21,71,0
Q18,ないです,Q21,71,0
Q18,出ません,Q21,71,0
Q18,出ない,Q21,71,0
Q18,出ないです,Q21,71,0
Q18,咳してません,Q21,71,0
Q18,大丈夫です,Q21,71,0
Q18,平気です,Q21,71,0
Q19,はい,end_108,108,0
Q19,そうですね,end_108,108,0
Q19,うん,end_108,108,0
Q19,そうですね,end_108,108,0
Q19,あります,end_108,108,0
Q19,ありそう,end_108,108,0
Q19,熱は出てます,end_108,108,0
Q19,熱はあります,end_108,108,0
Q19,発熱してます,end_108,108,0
Q19,熱っぽいです,end_108,108,0
Q19,いいえ,Q20,70,0
Q19,家,Q20,70,0
Q19,それはないです,Q20,70,0
Q19,それはない,Q20,70,0
Q19,ありません,Q20,70,0
Q19,ないです,Q20,70,0
Q19,熱はない,Q20,70,0
Q19,熱は出てない,Q20,70,0
Q19,熱は出ていない,Q20,70,0
Q19,発熱はない,Q20,70,0
Q19,発熱はしていない,Q20,70,0
Q19,平熱です,Q20,70,0
Q19,大丈夫です,Q20,70,0
Q19,平気です,Q20,70,0
Q20,はい,end_108,108,0
Q20,そうですね,end_108,108,0
Q20,うん,end_108,108,0
Q20,そうです,end_108,108,0
Q20,ひどくなります,end_108,108,0
Q20,なります,end_108,108,0
Q20,あります,end_108,108,0
Q20,出ます,end_108,108,0
Q20,出る,end_108,108,0
Q20,いいえ,end_108,108,0
Q20,家,end_108,108,0
Q20,それはないです,end_108,108,0
Q20,それはない,end_108,108,0
Q20,なりません,end_108,108,0
Q20,昼間の方がひどいです,end_108,108,0
Q20,ひどくなりません,end_108,108,0
Q20,出ない,end_108,108,0
Q20,出ません,end_108,108,0
Q20,ありません,end_108,108,0
Q20,大丈夫です,end_108,108,0
Q20,平気です,end_108,108,0
Q20,分かりません,end_108,108,0
Q20,分からない,end_108,108,0
Q20,分からん,end_108,108,0
Q21,はい,end_150,150,0
Q21,そうですね,end_150,150,0
Q21,うん,end_150,150,0
Q21,そうです,end_150,150,0
Q21,あります,end_150,150,0
Q21,ぶつけました,end_150,150,0
Q21,いいえ,Q22,72,0
Q21,家,Q22,72,0
Q21,それはないです,Q22,72,0
Q21,それはない,Q22,72,0
Q21,ありません,Q22,72,0
Q21,ないです,Q22,72,0
Q21,ぶつけてません,Q22,72,0
Q21,分かりません,Q22,72,0
Q21,分からない,Q22,72,0
Q21,分からん,Q22,72,0
Q21,覚えていません,Q22,72,0
Q21,記憶にない,Q22,72,0
Q22,はい,end_107,107,0
Q22,そうですね,end_107,107,0
Q22,うん,end_107,107,0
Q22,そうです,end_107,107,0
Q22,増します,end_107,107,0
Q22,痛みます,end_107,107,0
Q22,痛いです,end_107,107,0
Q22,強くなる,end_107,107,0
Q22,強くなります,end_107,107,0
Q22,強まります,end_107,107,0
Q22,なります,end_107,107,0
Q22,いいえ,end_107,107,0
Q22,家,end_107,107,0
Q22,それはないです,end_107,107,0
Q22,それはない,end_107,107,0
Q22,ないです,end_107,107,0
Q22,増しません,end_107,107,0
Q22,痛みません,end_107,107,0
Q22,痛くないです,end_107,107,0
Q22,強くならない,end_107,107,0
Q22,大丈夫です,end_107,107,0
Q22,平気です,end_107,107,0
Q22,運動しない,end_107,107,0
Q22,運動しません,end_107,107,0
Q22,分かりません,end_107,107,0
Q22,分からない,end_107,107,0
Q22,分からん,end_107,107,0
Q23,はい,end_111,111,0
Q23,そうですね,end_111,111,0
Q23,うん,end_111,111,0
Q23,そうです,end_111,111,0
Q23,痛いです,end_111,111,0
Q23,痛みます,end_111,111,0
Q23,いいえ,Q24,75,0
Q23,家,Q24,75,0
Q23,それはないです,Q24,75,0
Q23,それはない,Q24,75,0
Q23,そんなことはありません,Q24,75,0
Q23,そんなことはない,Q24,75,0
Q23,痛くないです,Q24,75,0
Q23,痛みません,Q24,75,0
Q23,おしっこの時は大丈夫,Q24,75,0
Q23,大丈夫です,Q24,75,0
Q23,平気です,Q24,75,0
Q24,はい,end_116,116,0
Q24,そうですね,end_116,116,0
Q24,うん,end_116,116,0
Q24,そうです,end_116,116,0
Q24,痒いです,end_116,116,0
Q24,掻いちゃう,end_116,116,0
Q24,掻いてしまいます,end_116,116,0
Q24,痛いです,end_116,116,0
Q24,痛みます,end_116,116,0
Q24,どちらもあります,end_116,116,0
Q24,どっちもあります,end_116,116,0
Q24,両方あります,end_116,116,0
Q24,いいえ,Q25,78,0
Q24,家,Q25,78,0
Q24,それはないです,Q25,78,0
Q24,それはない,Q25,78,0
Q24,ないです,Q25,78,0
Q24,痒くないです,Q25,78,0
Q24,痛くないです,Q25,78,0
Q24,痛みません,Q25,78,0
Q24,どっちもない,Q25,78,0
Q24,どちらもない,Q25,78,0
Q24,大丈夫です,Q25,78,0
Q24,平気です,Q25,78,0
Q25,はい,end_106,106,0
Q25,そうですね,end_106,106,0
Q25,うん,end_106,106,0
Q25,そうです,end_106,106,0
Q25,胸焼けします,end_106,106,0
Q25,します,end_106,106,0
Q25,してます,end_106,106,0
Q25,いいえ,Q26,32,0
Q25,家,Q26,32,0
Q25,そんなことはありません,Q26,32,0
Q25,そんなことはない,Q26,32,0
Q25,それはないです,Q26,32,0
Q25,それはない,Q26,32,0
Q25,してません,Q26,32,0
Q25,しません,Q26,32,0
Q25,大丈夫です,Q26,32,0
Q25,平気です,Q26,32,0
Q26,はい,end_108,108,0
Q26,そうですね,end_108,108,0
Q26,うん,end_108,108,0
Q26,そうですね,end_108,108,0
Q26,あります,end_108,108,0
Q26,ありそう,end_108,108,0
Q26,熱は出てます,end_108,108,0
Q26,熱はあります,end_108,108,0
Q26,発熱してます,end_108,108,0
Q26,熱っぽい,end_108,108,0
Q26,いいえ,end_151,151,0
Q26,家,end_151,151,0
Q26,それはないです,end_151,151,0
Q26,それはない,end_151,151,0
Q26,ありません,end_151,151,0
Q26,ないです,end_151,151,0
Q26,熱はない,end_151,151,0
Q26,熱は出てない,end_151,151,0
Q26,熱は出ていない,end_151,151,0
Q26,発熱はない,end_151,151,0
Q26,発熱はしていない,end_151,151,0
Q26,平熱です,end_151,151,0
Q26,大丈夫です,end_151,151,0
Q26,平気です,end_151,151,0
Q27,はい,end_108,108,0
Q27,そうですね,end_108,108,0
Q27,うん,end_108,108,0
Q27,そうですね,end_108,108,0
Q27,あります,end_108,108,0
Q27,ありそう,end_108,108,0
Q27,熱は出てます,end_108,108,0
Q27,熱はあります,end_108,108,0
Q27,発熱してます,end_108,108,0
Q27,熱っぽい,end_108,108,0
Q27,いいえ,Q28,79,0
Q27,家,Q28,79,0
Q27,それはないです,Q28,79,0
Q27,それはない,Q28,79,0
Q27,ありません,Q28,79,0
Q27,ないです,Q28,79,0
Q27,熱はない,Q28,79,0
Q27,熱は出てない,Q28,79,0
Q27,熱は出ていない,Q28,79,0
Q27,発熱はない,Q28,79,0
Q27,発熱はしていない,Q28,79,0
Q27,平熱です,Q28,79,0
Q27,大丈夫です,Q28,79,0
Q27,平気です,Q28,79,0
Q28,はい,end_108,108,0
Q28,そうですね,end_108,108,0
Q28,うん,end_108,108,0
Q28,そうです,end_108,108,0
Q28,吸っています,end_108,108,0
Q28,吸っていました,end_108,108,0
Q28,吸ってる,end_108,108,0
Q28,吸います,end_108,108,0
Q28,いいえ,Q29,80,0
Q28,家,Q29,80,0
Q28,それはないです,Q29,80,0
Q28,それはない,Q29,80,0
Q28,ないです,Q29,80,0
Q28,吸ってません,Q29,80,0
Q28,吸っていません,Q29,80,0
Q28,吸ったことないです,Q29,80,0
Q28,吸ってない,Q29,80,0
Q28,吸わない,Q29,80,0
Q29,はい,end_108,108,0
Q29,そうですね,end_108,108,0
Q29,うん,end_108,108,0
Q29,そうです,end_108,108,0
Q29,正常です,end_108,108,0
Q29,大丈夫です,end_108,108,0
Q29,ありません,end_108,108,0
Q29,ないです,end_108,108,0
Q29,異常はないです,end_108,108,0
Q29,分かりません,end_108,108,0
Q29,分からない,end_108,108,0
Q29,分からん,end_108,108,0
Q29,いいえ,end_107,107,0
Q29,家,end_107,107,0
Q29,それはないです,end_107,107,0
Q29,それはない,end_107,107,0
Q29,正常でないです,end_107,107,0
Q29,正常じゃありません,end_107,107,0
Q29,おかしい,end_107,107,0
Q29,異常です,end_107,107,0
Q30,はい,Q31,82,0
Q30,そうですね,Q31,82,0
Q30,うん,Q31,82,0
Q30,そうです,Q31,82,0
Q30,喋りにくいです,Q31,82,0
Q30,喋れません,Q31,82,0
Q30,感じます,Q31,82,0
Q30,話せません,Q31,82,0
Q30,話せない,Q31,82,0
Q30,あるかも,Q31,82,0
Q30,あります,Q31,82,0
Q30,いいえ,Q32,83,0
Q30,家,Q32,83,0
Q30,それはないです,Q32,83,0
Q30,それはない,Q32,83,0
Q30,ないです,Q32,83,0
Q30,そんなことはありません,Q32,83,0
Q30,そんなことはないです,Q32,83,0
Q30,喋りにくくないです,Q32,83,0
Q30,喋れます,Q32,83,0
Q30,話せます,Q32,83,0
Q30,大丈夫です,Q32,83,0
Q30,平気です,Q32,83,0
Q30,感じません,Q32,83,0
Q31,はい,end_109,109,0
Q31,そうですね,end_109,109,0
Q31,うん,end_109,109,0
Q31,そうです,end_109,109,0
Q31,震えます,end_109,109,0
Q31,あります,end_109,109,0
Q31,いいえ,end_109,109,0
Q31,家,end_109,109,0
Q31,それはないです,end_109,109,0
Q31,それはない,end_109,109,0
Q31,ありません,end_109,109,0
Q31,震えません,end_109,109,0
Q31,震えてない,end_109,109,0
Q31,大丈夫です,end_109,109,0
Q31,平気です,end_109,109,0
Q32,はい,end_112,112,0
Q32,そうですね,end_112,112,0
Q32,うん,end_112,112,0
Q32,そうです,end_112,112,0
Q32,あります,end_112,112,0
Q32,乾きます,end_112,112,0
Q32,乾いてます,end_112,112,0
Q32,乾いたりします,end_112,112,0
Q32,いいえ,Q33,44,0
Q32,家,Q33,44,0
Q32,それはないです,Q33,44,0
Q32,それはない,Q33,44,0
Q32,ありません,Q33,44,0
Q32,ないです,Q33,44,0
Q32,乾きません,Q33,44,0
Q32,乾いたりはしません,Q33,44,0
Q32,乾くことはないです,Q33,44,0
Q32,大丈夫です,Q33,44,0
Q32,平気です,Q33,44,0
Q32,分かりません,Q33,44,0
Q32,分からない,Q33,44,0
Q32,分からん,Q33,44,0
Q33,はい,end_113,113,0
Q33,そうですね,end_113,113,0
Q33,うん,end_113,113,0
Q33,そうです,end_113,113,0
Q33,痛いです,end_113,113,0
Q33,痛みます,end_113,113,0
Q33,いいえ,end_151,151,0
Q33,家,end_151,151,0
Q33,それはないです,end_151,151,0
Q33,それはない,end_151,151,0
Q33,ないです,end_151,151,0
Q33,痛くないです,end_151,151,0
Q33,痛みません,end_151,151,0
Q33,大丈夫です,end_151,151,0
Q33,平気です,end_151,151,0
Q34,はい,Q35,18,0
Q34,そうですね,Q35,18,0
Q34,うん,Q35,18,0
Q34,そうですね,Q35,18,0
Q34,あります,Q35,18,0
Q34,ありそう,Q35,18,0
Q34,熱は出てます,Q35,18,0
Q34,熱はあります,Q35,18,0
Q34,発熱してます,Q35,18,0
Q34,熱っぽいです,Q35,18,0
Q34,いいえ,Q36,70,0
Q34,家,Q36,70,0
Q34,それはないです,Q36,70,0
Q34,それはない,Q36,70,0
Q34,ありません,Q36,70,0
Q34,ないです,Q36,70,0
Q34,熱はない,Q36,70,0
Q34,熱は出てない,Q36,70,0
Q34,熱は出ていない,Q36,70,0
Q34,発熱はない,Q36,70,0
Q34,発熱はしていない,Q36,70,0
Q34,平熱です,Q36,70,0
Q34,大丈夫です,Q36,70,0
Q34,平気です,Q36,70,0
Q35,はい,end_108,108,0
Q35,そうですね,end_108,108,0
Q35,うん,end_108,108,0
Q35,そうです,end_108,108,0
Q35,痛いです,end_108,108,0
Q35,痛みます,end_108,108,0
Q35,いいえ,end_105,105,0
Q35,家,end_105,105,0
Q35,それはないです,end_105,105,0
Q35,それはない,end_105,105,0
Q35,ないです,end_105,105,0
Q35,痛みません,end_105,105,0
Q35,痛くないです,end_105,105,0
Q35,大丈夫です,end_105,105,0
Q35,平気です,end_105,105,0
Q36,はい,end_108,108,0
Q36,そうですね,end_108,108,0
Q36,うん,end_108,108,0
Q36,そうです,end_108,108,0
Q36,ひどくなります,end_108,108,0
Q36,なります,end_108,108,0
Q36,ひどいです,end_108,108,0
Q36,出ます,end_108,108,0
Q36,いいえ,end_108,108,0
Q36,家,end_108,108,0
Q36,それはないです,end_108,108,0
Q36,それはない,end_108,108,0
Q36,なりません,end_108,108,0
Q36,昼間の方がひどいです,end_108,108,0
Q36,ひどくなりません,end_108,108,0
Q36,大丈夫です,end_108,108,0
Q36,平気です,end_108,108,0
